Ln,Part,Description,Due Date,Qty,Amount,Unit Price,Extended Price,Order Date,Grand Total,PO
2,Y167639-2,Y167639-2 [SHAFT],,,0,1.00,1375.00,07/26/2017,4475.0,00027266
1,4T122502,4T122502 [LEFT SCREW BOLT] *QUOTE; 10413 DATE,7/18/2018,5.00,0,0.00,42.50,06/20/2018,212.5,00044925
1,611T1501,611T1501 [BUSHING] DATE,8/16/2019,2.00,0,0.00,1100.00,07/12/2019,2200.0,00064439
1,647S0201,647S0201[SHAFT],,2.00,0,0.00,240.00,02/15/2022,1014.0,00103042
3,647S0401,647S0401 [SHAFT SPACER],,2.00,0,0.00,25.00,02/15/2022,1014.0,00103042
4,637R3301,637R3301 [SPROCKET],,2.00,0,0.00,110.00,02/15/2022,1014.0,00103042
5,647S0601,647S0601 [SPACER],,2.00,0,0.00,28.00,02/15/2022,1014.0,00103042
6,4T123801,4T123801 [LEFT SCREW NUT],,8.00,0,0.00,7.50,02/15/2022,1014.0,00103042
7,647S0602,647S0602[SPACER],,2.00,0,0.00,30.00,02/15/2022,1014.0,00103042
8,647S0603,647S0603[SPACER],,4.00,0,0.00,22.00,02/15/2022,1014.0,00103042
1,6S331301,6S331301 [GUIDE SHAFT] DATE,7/7/2020,1.00,0,0.00,725.00,06/10/2020,725.0,00078819
1,8x30BS SCREWS - NON STOCK- 9/23,/2019,,,0,6.00,30.00,09/23/2019,30.0,00067911
1,Y006291,Y006291 [SPROCKET] DATE,6/10/2021,1.00,0,0.00,375.00,05/06/2021,375.0,00092556
1,N044000,N044000 [HOOK] DATE,10/21/2022,1.00,0,0.00,1455.00,09/16/2022,1455.0,00111139
1,Y006291,Y006291 [SPROCKET],,,0,1.00,0.00,05/17/2024,2535.0,00137698
2,Y006298,Y006298 [BEACASE],,,0,2.00,0.00,05/17/2024,2535.0,00137698
3,Y006299,Y006299 [CASE GUIDE],,,0,1.00,0.00,05/17/2024,2535.0,00137698
4,Y006502,Y006502 [SPACER],,,0,1.00,0.00,05/17/2024,2535.0,00137698
5,Y090016,Y090016 [GUIDE],,,0,2.00,0.00,05/17/2024,2535.0,00137698
1,688V8001,688V8001 [FLANGE] DATE,10/21/2019,1.00,0,0.00,955.00,09/23/2019,955.0,00067905
1,Y055692,Y055692 [PLATE] DATE,11/15/2024,1.00,0,0.00,215.00,10/07/2024,215.0,00143858
1,4T123401,4T123401 [LADLE PIN] DATE,11/10/2022,1.00,0,0.00,60.00,10/06/2022,60.0,00111878
1,685R1101,685R1101 [SUPPORT] *QUOE: 13157,12/20/2024,7.00,0,0.00,160.00,11/12/2024,1120.0,00145597
1,4T122501,4T122501 [RIGHT SCREW BOLT],,,0,4.00,180.00,02/16/2018,360.0,00038226
2,4T122502,4T122502 [LEFT SCREW BOLT],,,0,4.00,180.00,02/16/2018,360.0,00038226
1,6S331301,6S331301 [GUIDE SHAFT] * DATE**,11/13/2017,1.00,0,0.00,725.00,10/23/2017,725.0,00032045
1,Y040402,Y040402 [LINER BRONZE DC350J] *DELIVERY; 4 WEEKS FROM PO DATE,12/31/2019,2.00,0,0.00,1100.00,12/03/2019,2200.0,00071168
1,6S331802,6S331802 [SPROCKET],,2017,0,4.00,0.00,07/19/2017,3390.0,00026756
2,6S331801,6S331801 [SPROCKET FOR,,2017,0,5.00,0.00,07/19/2017,3390.0,00026756
3,6S331501,6S331501 [BEARING STOPPER],,2017,0,5.00,0.00,07/19/2017,3390.0,00026756
1,S417800,S417800 [TIE BAR NUT FOR ISF ISGN 250],7/30/2025,1.00,0,0.00,775.00,06/25/2025,775.0,00155960
1,647W5603,647W5603 [SLIDE PLATE FOR DC350J] DATE,2/20/2023,4.00,0,0.00,390.00,01/09/2023,1560.0,00115175
1,611V6701,611V6701 [ELECTRODE PROBE],,,0,5.00,408.75,04/12/2018,978.75,00041256
2,685R1001,685R1001 [ELECTRODE ROD ],,,0,10.00,570.00,04/12/2018,978.75,00041256
1,388W45-12,388W45-12 [EJECTOR ROD SOLID TYPE FOR DC3500CS] DATE,2/9/2021,4.00,0,0.00,1475.00,01/12/2021,5900.0,00087365
1,9X457904,9X457904 [TIE BAR BUSHING] DATE,9/4/2018,8.00,0,0.00,775.00,08/21/2018,6200.0,00048266
1,4T123401,4T123401 [LADLE PIN],,2025,0,1.00,0.00,01/24/2025,4985.0,00148514
2,N072875,N072875 [LADLE ARM(SPECIAL,,2025,0,1.00,0.00,01/24/2025,4985.0,00148514
3,Y142052,Y142052 [CYLINDER TUBE],,2025,0,1.00,0.00,01/24/2025,4985.0,00148514
4,Y152202,Y152202 [SLIDE PLATE DC350R-,,2025,0,4.00,0.00,01/24/2025,4985.0,00148514
1,N069222,N069222 [EJECTOR ROD],1/26/2022,1.00,0,0.00,2250.00,01/26/2022,2250.0,00102435
1,L698601,L698601 [TIE BAR NUT ISGT 950],4/30/2025,3.00,0,0.00,2175.00,02/18/2025,6525.0,00149636
1,S417800,S417800 [TIE BAR NUT FOR ISF ISGN 250] DATE,5/23/2025,1.00,0,0.00,775.00,04/16/2025,775.0,00152570
1,6W516701,6W516701 [SHAFT],,2.00,0,0.00,395.00,05/17/2019,2875.0,00061810
2,6W516801,6W516801 [SHAFT],,3.00,0,0.00,345.00,05/17/2019,2875.0,00061810
3,416S1701,416S1701 [SHAFT],,3.00,0,0.00,225.00,05/17/2019,2875.0,00061810
4,6W516901,6W516901 [BUSHING],,3.00,0,0.00,125.00,05/17/2019,2875.0,00061810
1,N066875,N066875[ BUSHING] DATE,5/9/2022,2.00,0,0.00,2245.00,04/04/2022,4490.0,00104905
1,N064799,N064799 [SHAFT],8/16/2017,2.00,0,0.00,775.00,08/02/2017,1550.0,00027676
1,S190602,S190602 [EJECTOR GUIDE BAR ISG610],7/10/2023,2.00,0,0.00,395.00,06/05/2023,790.0,00121575
1,N02912G01,N02912G01 [COOLING PIPE ASSEMBLY] *QUOTE; 10859 *DELIVERY; 3 WEEKS FROM PO DATE,12/27/2018,2.00,0,0.00,500.00,12/06/2018,1000.0,00053849
1,699E1119,699E1119 [GUIDE PIN 667MM O.A.L. EC1450SXII] DATE,9/27/2023,4.00,0,0.00,250.00,08/29/2023,1000.0,00125061
1,Y069318,Y069318 [PLUNGER ROD],,,0,2.00,1130.00,07/18/2018,1940.0,00046288
2,9W4210G04,9W4210G04 [COOLING PIPE,,,0,2.00,810.00,07/18/2018,1940.0,00046288
1,640R4701,640R4701 [WEDGE] **DELIVERY; 5 WEEKS FROM PO DATE**,5/14/2018,1.00,0,0.00,500.00,04/04/2018,500.0,00040809
1,611V6701,611V6701 [SAME AS Y102648 ELECTRODE PROBE] DATE,12/2/2020,2.00,0,0.00,81.75,11/05/2020,163.5,00084693
1,TMN0026,TMN0026 [LINK PIN 1 FOR EC310 390 SX SXII III ],11/22/2023,1.00,0,0.00,1195.00,10/27/2023,1195.0,00127886
1,S182901,S182901 [TIE BA,,0.00,0,775.00,1550.00,04/27/2023,2750.0,00119968
2,S536628,S536628 [SPLIT,,0.00,0,300.00,600.00,04/27/2023,2750.0,00119968
3,S536628,S536628 [SPLIT,,0.00,0,300.00,600.00,04/27/2023,2750.0,00119968
1,4T123401,4T123401 [LADLE PIN] * DATE**,3/2/2018,2.00,0,0.00,63.00,02/08/2018,126.0,00037755
1,Y157511,Y157511 [EJECTOR ROD] * DATE**,11/24/2017,2.00,0,0.00,875.00,11/01/2017,1750.0,00032535
1,S529900,S529900 [BRA,,2024,0,1.00,0.00,12/20/2023,1525.0,00130451
2,S657138,S657138 [IDLE,,1.00,0,0.00,250.00,12/20/2023,1525.0,00130451
3,TML0038,TML0038 [LIN,,1.00,0,0.00,345.00,12/20/2023,1525.0,00130451
4,TML0026,TML0026 [LIN,,1.00,0,0.00,655.00,12/20/2023,1525.0,00130451
1,603S8303,603S8303 [JOINT FOR SPRAYER DC500JMS] DATE,3/10/2023,1.00,0,0.00,320.00,01/27/2023,320.0,00115835
1,N013391,N013391 [SHAFT FOR POUR ASS'Y] DATE,12/2/2020,5.00,0,0.00,500.00,11/04/2020,2500.0,00084692
1,Y095821,Y095821 [SHAFT] DATE,6/19/2019,1.00,0,0.00,693.00,05/15/2019,693.0,00061636
1,10X25BS,10X25BS [BRASS BOLTS FOR LINER 9S562501] DATE,12/20/2018,104.00,0,0.00,5.00,12/06/2018,520.0,00053848
1,H303744,H303744 [EJECTOR PLATE C] DATE,4/27/2023,1.00,0,0.00,3235.00,03/15/2023,3235.0,00117993
1,655S3601,655S3601 [BLOCK],6/21/2019,1.00,0,0.00,370.00,05/17/2019,370.0,00061811
1,Y047645,Y047645 [SPACER] DATE,9/21/2018,7.00,0,0.00,88.00,08/28/2018,616.0,00048529
1,478R7201,478R7201[BUSHING] DATE,2/14/2025,2.00,0,0.00,675.00,01/08/2025,1350.0,00147626
1,4T122502,4T122502 [LEFT SCREW BOLT] DATE,12/16/2022,6.00,0,0.00,45.00,11/10/2022,270.0,00113277
1,614W8001,614W8001 [SENSOR HOLDER FOR DHS-2 & DHS-T] DATE,7/30/2021,5.00,0,0.00,50.00,06/18/2021,250.0,00094318
1,Y152202,Y152202[SLIDE PLATE] *DELIVERY; 4 WEEKS FROM PO DATE,6/8/2018,2.00,0,0.00,258.00,05/11/2018,516.0,00042986
1,499S2201,499S2201 [CLAMP NUT] DATE **RUSH - THIS IS NEEDED URGENTLY**,11/15/2023,1.00,0,0.00,1750.00,11/08/2023,1750.0,00128593
1,TMF0443,TMF0443 [SPACER FOR INCREASING NOZZLE FORCE SX SXII U22 -U34 DATE,7/26/2024,2.00,0,0.00,85.00,06/17/2024,170.0,00139105
1,647W6503,647W6503 [SLIDE PLATE ] DATE,1/9/2020,4.00,0,0.00,390.00,12/12/2019,1560.0,00071627
1,S536601,S536601 [ROD,,2,0,2023,0.00,11/29/2022,1970.0,00113908
2,S536600,S536600 [ROD,,1,0,2023,0.00,11/29/2022,1970.0,00113908
3,S536602,S536602 [ROD,,3,0,2023,0.00,11/29/2022,1970.0,00113908
1,9X818207,9X818207 [TURN BUCKLE],,2017,0,1.00,0.00,05/11/2017,1131.5,00023175
2,9X818210,9X818210 [TURN BUCKLE],,2017,0,1.00,0.00,05/11/2017,1131.5,00023175
3,Y006501,Y006501 [SPACER],,2017,0,1.00,0.00,05/11/2017,1131.5,00023175
4,4T122502,4T122502 [LEFT SCREW BOLT],,2017,0,5.00,0.00,05/11/2017,1131.5,00023175
1,9W331104,9W331104 [GUIDE SHAFT DBS500~800MS],8/14/2017,4.00,0,0.00,2200.00,07/31/2017,8800.0,00027475
1,L290128,[FLANGE NUT FOR BOOST CYLINDER M80 IS1300DE/F - IS1800DF] DATE,8/16/2024,1.00,0,0.00,360.00,07/18/2024,360.0,00140377
1,Y058255,Y058255 [NUT FOR GUIDE BAR] DATE,12/9/2022,5.00,0,0.00,785.00,11/04/2022,3925.0,00113049
1,695R1601,695R1601 [LOCK NUT] DATE,5/2/2022,2.00,0,0.00,47.50,03/23/2022,95.0,00104535
1,Y006501,Y006501 [SPACER] DATE,5/31/2024,1.00,0,0.00,90.00,05/17/2024,90.0,00137699
1,N090092,N090092 [ EJECTOR ROD] DATE,10/21/2022,2.00,0,0.00,1525.00,09/16/2022,3050.0,00111138
1,612R6205,612R6205 [SENSOR BAR],,1.00,0,0.00,325.00,04/12/2023,885.0,00119216
2,613T0503,613T0503 [SLEEVE],,1.00,0,0.00,225.00,04/12/2023,885.0,00119216
3,Y167799,Y167799 [SENSOR COVER],,1.00,0,0.00,335.00,04/12/2023,885.0,00119216
1,Y037684,Y037684 [LINK C] DATE,12/20/2021,1.00,0,0.00,970.00,11/22/2021,970.0,00100009
1,N090092,N090092 [ EJECTOR ROD] DATE,5/5/2023,1.00,0,0.00,1575.00,03/31/2023,1575.0,00118646
1,609T1001,609T1001 [LINK PIN BUSHING FOR DC350CL-1] QUOTE: 10952 DATE,1/10/2019,1.00,0,0.00,495.00,11/29/2018,495.0,00053445
1,623T9801,623T9801 [PLUNGER ROD DC350CL-3] * PO DATE,5/1/2018,2.00,0,0.00,950.00,04/10/2018,1900.0,00041055
1,Y003999,Y003999 [SPROCKET] DATE,12/27/2018,6.00,0,0.00,125.00,11/29/2018,750.0,00053451
1,N02477G03,N02477G03 [GUIDE SHAFT],,4.00,0,0.00,1550.00,02/07/2022,6700.0,00102795
2,Y028067,Y028067 [STOPPER BRACKET],,1.00,0,0.00,250.00,02/07/2022,6700.0,00102795
3,Y028068,Y028068 [STOPPER,,1.00,0,0.00,250.00,02/07/2022,6700.0,00102795
1,648T7301,648T7301 [SPRING GUIDE FOR DHS-T] * DATE**,3/19/2018,20.00,0,0.00,47.50,03/02/2018,950.0,00039065
1,9W4210G04,9W4210G04 [COOLING PIPE ASSY] DATE,1/19/2021,3.00,0,0.00,405.00,12/15/2020,1215.0,00086495
1,Y085179-1,Y085179-1[SHAFT],,,0,1.00,1235.00,07/26/2017,4025.0,00027267
2,N061957-1,N061957-1 [RAIL],,,0,2.00,2790.00,07/26/2017,4025.0,00027267
1,Y006291,Y006291 [SPROCKET] *DELIVERY; 4 WEEKS FROM PO DATE,5/9/2018,4.00,0,0.00,365.00,04/11/2018,1460.0,00041109
1,9T840201,9T840201 [BRONZE LINER DC3500CS] DATE,2/7/2019,2.00,0,0.00,2780.00,12/19/2018,5560.0,00054276
1,Y006501,Y006501 [SPACER] DATE,8/9/2024,1.00,0,0.00,90.00,07/24/2024,90.0,00140571
1,Y015907,Y015907 [CASE GUIDE] DATE,12/13/2018,1.00,0,0.00,425.00,11/08/2018,425.0,00052607
1,S536680,S536680 [CLAMP WEAR STRIP ISGT720 3523MM OAL],7/24/2023,4.00,0,0.00,475.00,06/09/2023,1900.0,00121825
1,S536300,S536300 [FLANGE FOR EJE. PLATE ISG500 ISG610] DATE,6/13/2025,1.00,0,0.00,440.00,05/05/2025,440.0,00153525
1,S535778,[CLAMP WEAR STRIP ISG310 ISGS310N 1145MM OAL],2/21/2025,2.00,0,0.00,195.00,01/17/2025,390.0,00148105
1,8R637601,8R637601 [SPACER],,2020,0,1.00,0.00,04/21/2020,16670.5,00076955
2,8R637602,8R637602 [SPACER],,2020,0,3.00,0.00,04/21/2020,16670.5,00076955
3,8R637603,8R637603 [SPACER],,2020,0,1.00,0.00,04/21/2020,16670.5,00076955
4,8R637604,8R637604 [SPACER],,2020,0,2.00,0.00,04/21/2020,16670.5,00076955
5,8R637605,8R637605 [SPACER],,2020,0,1.00,0.00,04/21/2020,16670.5,00076955
6,8R637701,8R637701 [SPACER],,2020,0,2.00,0.00,04/21/2020,16670.5,00076955
7,8R637702,8R637702 [SPACER],,2020,0,2.00,0.00,04/21/2020,16670.5,00076955
8,8R637703,8R637703 [SPACER],,2020,0,1.00,0.00,04/21/2020,16670.5,00076955
9,8R637704,8R637704 [SPACER],,2020,0,2.00,0.00,04/21/2020,16670.5,00076955
10,8R637705,8R637705 [SPACER],,2020,0,5.00,0.00,04/21/2020,16670.5,00076955
11,Y195905,Y195905 [SPACER],,2020,0,4.00,0.00,04/21/2020,16670.5,00076955
12,M20X220,M20X220 [SPECIAL BOLT],,2020,0,16.00,0.00,04/21/2020,16670.5,00076955
13,M20X240,M20X240 [BOLT],,2020,0,8.00,0.00,04/21/2020,16670.5,00076955
1,609T1002,609T1002 [LINK PIN BUSHING] DATE,9/27/2021,4.00,0,0.00,445.00,08/16/2021,1780.0,00096490
1,H323581,H323581 [INJECTION BUSHING] DATE,6/27/2019,1.00,0,0.00,1875.00,05/30/2019,1875.0,00062277
1,Y060388,Y060388 [SLIDE BAR SAFETY RATCHET DC2500CS] DATE,10/20/2017,1.00,0,0.00,515.00,09/07/2017,515.0,00029706
1,N116120,N116120 [SEAL CASE] DATE,4/4/2025,1.00,0,0.00,865.00,02/20/2025,865.0,00149794
1,N060285,N060285 [SHAFT FOR SAFETY HOOK ASSY DC800RM] DATE,1/16/2020,4.00,0,0.00,695.00,12/12/2019,2780.0,00071626
1,Y157511,Y157511 [EJECTOR ROD] DATE,2/10/2020,4.00,0,0.00,875.00,01/13/2020,3500.0,00072716
1,647W6503,647W6503 [SLIDE PLATE ] DATE,12/12/2022,4.00,0,0.00,425.00,11/02/2022,1700.0,00112948
1,N073299,N073299 [POPPET],,1.00,0,0.00,1825.00,03/06/2019,6950.0,00058398
2,H326958,H326958 [SEAT],,1.00,0,0.00,2750.00,03/06/2019,6950.0,00058398
4,N073297,N073297 [PISTON ROD,,1.00,0,0.00,1225.00,03/06/2019,6950.0,00058398
5,N073298,N073298 [GUIDE DC2250CS2],,1.00,0,0.00,1150.00,03/06/2019,6950.0,00058398
1,9X3526G01,9X3526G01 [LADLE ARM (3-2)] **DELIVERY; 2 WEEKS FROM PO DATE**,4/5/2018,1.00,0,0.00,1325.00,03/21/2018,1325.0,00040015
1,Y006969,Y006969 [SHAFT FOR NUT CLAMP] DATE,3/12/2024,1.00,0,0.00,785.00,02/05/2024,785.0,00132497
1,Y026064,Y026064[GUIDE SHAFT] DATE,3/13/2019,2.00,0,0.00,75.00,01/24/2019,150.0,00056105
1,N017860,N017860[COVER],,,0,1.00,275.00,12/15/2017,550.0,00034970
2,N017861,N017861[COVER],,,0,1.00,275.00,12/15/2017,550.0,00034970
1,N10017G01,N10017G01 [COLLING PIPE,,2024,0,1.00,0.00,06/21/2024,1540.0,00139298
2,Y015648,Y015648 [FITTING],,2024,0,1.00,0.00,06/21/2024,1540.0,00139298
3,Y076339,Y076339 [PLUNGER ROD,,2024,0,1.00,0.00,06/21/2024,1540.0,00139298
1,Y144387,Y144387 [COVER - ROUNDED] DATE,10/5/2018,2.00,0,0.00,122.00,08/31/2018,244.0,00049019
1,H306463,H306463 [EJECTOR PLATE C] DATE,12/23/2022,1.00,0,0.00,5289.00,11/11/2022,5289.0,00113317
1,N02477G03,N02477G03 [GUIDE SHAFT] * DATE*,2/5/2018,1.00,0,0.00,1550.00,12/15/2017,1550.0,00034966
1,408S3406,408S3406 [BUSHING FO,,10.00,0,0.00,310.00,10/15/2024,11365.0,00144265
2,Y029536,Y029536 [KEY],,2.00,0,0.00,315.00,10/15/2024,11365.0,00144265
3,Y058255,Y058255 [NUT FOR GUI,,4.00,0,0.00,695.00,10/15/2024,11365.0,00144265
4,N072802,N072802 [EJECTOR ROD,,4.00,0,0.00,825.00,10/15/2024,11365.0,00144265
5,492V7804,492V7804 [COLLAR],,4.00,0,0.00,95.00,10/15/2024,11365.0,00144265
6,Y058254,Y058254 [SPACER],,8.00,0,0.00,85.00,10/15/2024,11365.0,00144265
7,Y059901,Y059901 [SPACER],,2.00,0,0.00,110.00,10/15/2024,11365.0,00144265
8,Y059902,Y059902 [SUPPORTING,,1.00,0,0.00,275.00,10/15/2024,11365.0,00144265
1,Y006501,Y006501 [SPACER] * DATE**,4/19/2018,1.00,0,0.00,74.00,03/21/2018,74.0,00040017
1,648T7301,648T7301 [SPRING GUIDE FOR DHS-T] 648T7301 [SPRING GUIDE FOR DHS-T] QUOTE: 9628 DELIVERY DATE: 2 WEEKS FROM PO DATES,12/21/2018,7.00,0,0.00,47.50,12/10/2018,332.5,00054062
1,N017856,N017856 [LINK],,2024,0,1.00,0.00,07/29/2024,3525.0,00140765
2,N017859,N017859 [LINK],,2024,0,1.00,0.00,07/29/2024,3525.0,00140765
3,N070137,N070137 [COVER],,2024,0,1.00,0.00,07/29/2024,3525.0,00140765
4,N070138,N070138 [COVER],,2024,0,1.00,0.00,07/29/2024,3525.0,00140765
5,Y026060,Y026060[SHAFT],,2024,0,2.00,0.00,07/29/2024,3525.0,00140765
6,Y026062,Y026062 [SHAFT],,2024,0,1.00,0.00,07/29/2024,3525.0,00140765
7,Y026066,Y026066 [PIN],,2024,0,1.00,0.00,07/29/2024,3525.0,00140765
1,N017860,N017860[COVER] DATE,3/6/2019,1.00,0,0.00,275.00,01/24/2019,275.0,00056107
1,611V6701,611V6701 [ELECTRODE PROBE] DATE,11/11/2021,5.00,0,0.00,85.00,10/07/2021,425.0,00098468
1,TML0088,TML0088 [SAFETY GATE ROLLER EC55 -250SX BOTTOM FLAT SUR,2/23/2024,10.00,0,0.00,50.00,01/18/2024,500.0,00131605
1,Y028067,Y028067 [STOPPER BRACKET],,,0,2.00,500.00,07/17/2019,805.0,00064638
2,414S3203,414S3203 [SHAFT FOR,,,0,1.00,305.00,07/17/2019,805.0,00064638
1,Y028955,Y028955 [SHAFT] *DELIVERY; 5 WEEKS FROM PO DATE,4/24/2020,1.00,0,0.00,1065.00,03/23/2020,1065.0,00075735
1,Y027627,Y027627 [SLIDE PLATE FOR DC2500CS2],10/2/2020,2.00,0,0.00,1250.00,08/28/2020,2500.0,00081878
1,Y153922,Y153922[SLIDE PLATE] DATE,12/15/2020,2.00,0,0.00,1175.00,10/20/2020,2350.0,00084096
1,655S3602,655S3602 [BLOCK] SOONER,8/8/2017,1.00,0,0.00,345.00,07/11/2017,345.0,00026345
1,N052403,N052403 [INJECTION BUSHING DC250JS],10/9/2020,2.00,0,0.00,1095.00,09/10/2020,2190.0,00082395
1,607F4001,607F4001 [EJECTOR PIN/ STOPPER ECSX 248MM OAL HEX M16],8/10/2023,2.00,0,0.00,175.00,07/06/2023,350.0,00122889
1,H323582,H323582 [INJECTION BUSHING DC650JMS] DATE,6/20/2025,1.00,0,0.00,1235.00,05/13/2025,1235.0,00153916
1,9X541001,9X541001 [KEY],,2.00,0,0.00,75.00,08/19/2019,1600.0,00066007
2,622V9601,622V9601[SPACER PLATE],,2.00,0,0.00,100.00,08/19/2019,1600.0,00066007
3,9W306202,9W306202 [LINK PIN],,2.00,0,0.00,625.00,08/19/2019,1600.0,00066007
1,695R1601,695R1601 [LOCK NUT] DATE,5/22/2019,2.00,0,0.00,47.50,04/17/2019,95.0,00060476
1,6S331801,6S331801 [SPROCKET FOR DTO650~800L] DATE,6/22/2021,3.00,0,0.00,275.00,05/13/2021,825.0,00092838
1,609T6601,609T6601 [SCREWED BUSHING] DATE,6/15/2020,1.00,0,0.00,525.00,05/04/2020,525.0,00077485
1,Y059902,Y059902 [SUPPORTING BLOCK],,1.00,0,0.00,275.00,08/07/2018,1185.0,00047546
2,Y059903,Y059903 [ GUIDE],,2.00,0,0.00,120.00,08/07/2018,1185.0,00047546
3,492V7804,492V7804 [COLLAR],,4.00,0,0.00,75.00,08/07/2018,1185.0,00047546
4,Y098786,Y098786 [JOINT],,2.00,0,0.00,185.00,08/07/2018,1185.0,00047546
1,Y026012,Y026012 [PLATE] DATE,5/30/2018,1.00,0,0.00,62.00,05/01/2018,62.0,00042358
1,408S3406,408S3406 [BUSHING FOR,,16.00,0,0.00,310.00,11/21/2024,12570.0,00146116
2,H326958,H326958 [SEAT],,1.00,0,0.00,2750.00,11/21/2024,12570.0,00146116
3,N073299,N073299 [POPPET],,1.00,0,0.00,1825.00,11/21/2024,12570.0,00146116
4,N073298,N073298 [GUIDE DC2250CS2],,1.00,0,0.00,1150.00,11/21/2024,12570.0,00146116
5,N073297,N073297 [PISTON ROD,,1.00,0,0.00,1225.00,11/21/2024,12570.0,00146116
6,Y102600,Y102600 [CAP],,1.00,0,0.00,660.00,11/21/2024,12570.0,00146116
1,6W516901,6W516901 [BUSHING] DATE,2/19/2019,4.00,0,0.00,125.00,01/15/2019,500.0,00055618
1,Y028955,Y028955 [SHAFT] DATE,1/10/2023,1.00,0,0.00,1065.00,11/29/2022,1065.0,00113895
1,637W9901,637W9901 [BRACKET],,1.00,0,0.00,140.00,07/24/2024,6800.0,00140573
2,637W9902,637W9902 [BRACKET],,1.00,0,0.00,140.00,07/24/2024,6800.0,00140573
3,H323581,H323581 [INJECTION BUSHING],,2.00,0,0.00,1875.00,07/24/2024,6800.0,00140573
4,N017860,N017860[COVER],,1.00,0,0.00,310.00,07/24/2024,6800.0,00140573
5,N019729,N019729 [SHAFT FOR,,1.00,0,0.00,1525.00,07/24/2024,6800.0,00140573
6,Y006298,Y006298 [BEACASE],,2.00,0,0.00,325.00,07/24/2024,6800.0,00140573
7,Y006502,Y006502 [SPACER],,1.00,0,0.00,105.00,07/24/2024,6800.0,00140573
8,Y026064,Y026064[GUIDE SHAFT],,2.00,0,0.00,90.00,07/24/2024,6800.0,00140573
1,N020152,N020152 [CYLINDER HOUSING] DATE,10/23/2019,1.00,0,0.00,680.00,09/18/2019,680.0,00067655
1,8X20BS,8X20BS [BRASS,,12.00,0,0.00,3.00,04/08/2024,14666.0,00135675
2,9X818209,9X818209 [TUR,,1.00,0,0.00,395.00,04/08/2024,14666.0,00135675
3,H319551,H319551 [SEAT,,1.00,0,0.00,2500.00,04/08/2024,14666.0,00135675
4,N054086,N054086 [SEAT,,1.00,0,0.00,1845.00,04/08/2024,14666.0,00135675
5,N054087,N054087 [POPP,,1.00,0,0.00,1755.00,04/08/2024,14666.0,00135675
6,N054085,N054085 [PISTO,,1.00,0,0.00,1250.00,04/08/2024,14666.0,00135675
7,N066879,N066879 [POPP,,1.00,0,0.00,1885.00,04/08/2024,14666.0,00135675
8,Y040402,Y040402 [LINER,,4.00,0,0.00,1250.00,04/08/2024,14666.0,00135675
1,685R1101,685R1101 [SUPPORT] DATE,10/3/2019,4.00,0,0.00,148.00,08/29/2019,592.0,00066577
1,N063996,N063996 [ROD JOINT] * DATE**,2/19/2018,3.00,0,0.00,400.00,01/17/2018,1200.0,00036426
1,414S3701,"414S3701 [SPROCKET, 414S3701]",,,0,5.00,390.00,04/26/2017,715.0,00022447
2,414S3501,414S3501 [SPROCKET],,,0,5.00,325.00,04/26/2017,715.0,00022447
1,9X352701,9X352701 [FLANGE] DATE,2/29/2024,3.00,0,0.00,500.00,01/15/2024,1500.0,00131349
1,Y078433,Y078433 [SPACER] DATE,5/30/2019,1.00,0,0.00,45.00,05/09/2019,45.0,00061387
1,609T6502,609T6502 [GLAND PACKING],,2.00,0,0.00,405.00,03/24/2022,2500.0,00104537
2,646T2201,646T2201[BUSHING],,2.00,0,0.00,430.00,03/24/2022,2500.0,00104537
3,613T0701,613T0701 [BUSHING],,2.00,0,0.00,415.00,03/24/2022,2500.0,00104537
1,438S5702,438S5702[SPACER] DATE,8/23/2024,2.00,0,0.00,295.00,07/18/2024,590.0,00140375
1,N116121,N116121 [SEAL HOLDER] DATE,3/3/2023,2.00,0,0.00,695.00,02/03/2023,1390.0,00116127
2,4T123401,4T123401 [LADLE PIN],4/19/2024,1.00,0,0.00,60.00,03/12/2024,60.0,00134386
1,654V2701,654V2701 [FLANGE ( B )],,,0,2.00,950.00,03/27/2018,1900.0,00040375
2,9X352701,9X352701 [FLANGE],,,0,2.00,950.00,03/27/2018,1900.0,00040375
1,9X818905,9X818905 [TIE BAR BUSHING,,8.00,0,0.00,675.00,12/03/2019,7500.0,00071143
2,9W306207,9W306207 [LINK PIN],,2.00,0,0.00,525.00,12/03/2019,7500.0,00071143
3,9W306208,1/10,,2.00,0,0.00,525.00,12/03/2019,7500.0,00071143
1,Y132909,Y132909 [DOOR ROLLER] DATE,4/7/2021,1.00,0,0.00,225.00,03/03/2021,225.0,00089820
1,623T9801,623T9801 [PLUNGER ROD DC350CL-3],8/14/2017,1.00,0,0.00,950.00,07/31/2017,950.0,00027477
1,N02477G03,N02477G03 [GUIDE SHAFT] DATE,8/20/2019,1.00,0,0.00,1550.00,07/16/2019,1550.0,00064566
1,637R3801,637R3801 [LEFT TURN BUCKLE] DATE,12/23/2022,4.00,0,0.00,55.00,11/10/2022,220.0,00113275
1,624T0004,624T0004 [SPACER] DELIVERY: 5 WEEKS FROM PO DATE,2/16/2021,1.00,0,0.00,185.00,01/12/2021,185.0,00087372
1,N048865,N048865 [INJECTION BUSHING] DATE,6/22/2018,1.00,0,0.00,1885.00,05/11/2018,1885.0,00042990
